city_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
325,Saldanha,ZA,-33.0117,17.9442,64.04,95,57,14.45,broken clouds
326,Tual,ID,-5.6667,132.75,81.25,80,100,13.27,overcast clouds
327,Westport,US,41.1415,-73.3579,39.33,88,100,8.01,light rain
328,Cabo Rojo,PR,18.0866,-67.1457,76.91,66,71,5.41,broken clouds
329,Palmer,US,42.1584,-72.3287,38.98,87,100,11.5,overcast clouds
330,Tahoua,NE,14.8888,5.2692,68.32,19,93,12.44,overcast clouds
331,Juntas,CR,10.2809,-84.9595,73.78,88,55,5.12,broken clouds
332,Jiaonan,CN,35.8786,119.9753,20.32,28,0,23.85,clear sky
333,Cap Malheureux,MU,-19.9842,57.6142,78.48,68,26,8.99,scattered clouds
334,Lahuachaca,BO,-17.3667,-67.6667,45.68,84,99,2.51,overcast clouds
335,Tanout,NE,14.9709,8.8879,63.9,25,57,11.05,broken clouds
336,Broken Hill,AU,-31.95,141.4333,79.29,17,2,14.72,clear sky
337,Suntar,RU,62.1444,117.6319,-33.54,100,95,2.66,overcast clouds
338,College,US,64.8569,-147.8028,-20.92,81,29,3.38,scattered clouds
339,Adamantina,BR,-21.6853,-51.0725,70.84,64,36,6.76,scattered clouds
340,Dwarka,IN,22.2394,68.9678,75.45,52,93,8.55,overcast clouds
341,North Bend,US,43.4065,-124.2243,42.85,90,0,5.75,clear sky
342,Alice Springs,AU,-23.7,133.8833,80.15,12,100,6.91,overcast clouds
343,Chapais,CA,49.7834,-74.8492,23.85,88,100,12.26,overcast clouds
344,Dali,CN,25.7,100.1833,53.69,50,4,3.38,clear sky
345,Naron,ES,43.5167,-8.1528,49.05,87,100,5.26,overcast clouds
346,Tura,IN,25.5198,90.2201,68.94,65,3,1.41,clear sky
347,Tobias Barreto,BR,-11.1839,-37.9983,72.59,90,53,10.71,broken clouds
348,Biloela,AU,-24.4167,150.5,86.25,35,74,5.48,broken clouds
349,Kudat,MY,6.8837,116.8477,81.46,74,100,2.24,overcast clouds
350,Inhambane,MZ,-23.865,35.3833,77.81,90,96,9.19,overcast clouds
351,Pevek,RU,69.7008,170.3133,20.16,77,81,21.81,broken clouds
352,Halifax,CA,44.6453,-63.5724,40.21,95,100,8.01,overcast clouds
353,Juneau,US,58.3019,-134.4197,26.6,100,20,13.8,few clouds
354,Buraydah,SA,26.326,43.975,52.25,81,0,7.02,clear sky
355,Tiksi,RU,71.6872,128.8694,-31.99,100,99,2.93,overcast clouds
356,Deputatskiy,RU,69.3,139.9,-31.47,99,92,3.4,overcast clouds
357,Kismayo,SO,-0.3582,42.5454,77.31,82,47,11.43,scattered clouds
358,Floro,NO,61.5996,5.0328,33.76,86,100,13.8,overcast clouds
359,Dunedin,NZ,-45.8742,170.5036,58.82,81,98,6.73,overcast clouds
360,Progreso,MX,21.2833,-89.6667,78.91,86,6,10.4,clear sky
361,Diffa,NE,13.3154,12.6113,66.61,40,4,9.46,clear sky
362,Vaitape,PF,-16.5167,-151.75,79.93,78,100,11.32,light rain
363,Meridian,US,43.6121,-116.3915,25.65,80,100,9.22,overcast clouds
364,Rio Gallegos,AR,-51.6226,-69.2181,63.88,51,100,9.69,light rain
365,Berliste,RO,44.9867,21.4631,54.88,89,100,10.2,moderate rain
366,Talnakh,RU,69.4865,88.3972,-2.94,98,99,8.48,overcast clouds
367,Kisiwani,TZ,-4.1333,37.95,68.85,94,78,2.15,broken clouds
368,Aswan,EG,24.0934,32.907,62.19,66,0,9.37,clear sky
369,Buta,CD,2.7858,24.73,68.18,95,11,0.29,few clouds
370,Paraiso,CR,9.8383,-83.8656,68.86,96,98,4.05,overcast clouds
371,Iki-Burul,RU,45.8208,44.6472,31.26,90,21,5.99,few clouds
372,Rochegda,RU,62.8,43.25,6.4,98,20,3.65,few clouds
373,Phayao,TH,19.25,100.25,77.11,56,86,0.31,overcast clouds
374,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,14.59,100,0,4.47,clear sky
375,Constitucion,CL,-35.3333,-72.4167,54.9,91,10,12.01,clear sky
376,Libertador General San Martin,AR,-23.8064,-64.7876,73.81,57,81,3.22,broken clouds
377,Pokhara,NP,28.2333,83.9833,60.89,55,4,2.44,clear sky
378,Kitgum,UG,3.2783,32.8867,67.51,72,38,3.33,scattered clouds
379,Marsh Harbour,BS,26.5412,-77.0636,75.07,81,3,4.63,clear sky
380,Labuhan,ID,-6.8844,112.2051,83.75,67,99,5.79,light rain
381,Bilma,NE,18.6853,12.9164,67.55,29,94,5.46,overcast clouds
382,Nara,JP,34.6851,135.8049,48.06,67,100,7.65,light rain
383,Rosarito,MX,32.3333,-117.0333,57.11,35,43,8.34,scattered clouds
384,Srednekolymsk,RU,67.45,153.6833,-31.29,97,33,5.84,scattered clouds
385,Tuatapere,NZ,-46.1333,167.6833,64.18,71,87,7.18,overcast clouds
386,Peniche,PT,39.3558,-9.3811,56.93,77,63,12.21,broken clouds
387,Rawson,AR,-43.3002,-65.1023,68.29,56,0,26.46,clear sky
388,Tanda,IN,26.55,82.65,58.68,41,2,4.34,clear sky
389,Bubaque,GW,11.2833,-15.8333,81.19,53,0,8.95,clear sky
390,Houma,US,29.5958,-90.7195,54.0,77,0,3.44,clear sky
391,Sandnessjoen,NO,66.0217,12.6316,31.64,64,100,5.99,light snow
392,Kalmunai,LK,7.4167,81.8167,78.3,77,85,12.01,overcast clouds
393,Provideniya,RU,64.3833,-173.3,20.8,82,100,17.85,overcast clouds
394,Merke,KZ,42.8728,73.1786,31.19,73,99,4.92,overcast clouds
395,Qaqortoq,GL,60.7167,-46.0333,12.13,68,7,6.76,clear sky
396,Salalah,OM,17.0151,54.0924,75.29,38,0,6.91,clear sky
397,Abu Dhabi,AE,24.4667,54.3667,70.97,77,20,3.44,few clouds
398,Ambon,ID,-3.6954,128.1814,78.94,94,40,4.61,scattered clouds
399,Senekal,ZA,-28.3197,27.6208,62.51,90,92,2.8,overcast clouds
400,Sabang,ID,5.8933,95.3214,81.34,80,32,16.42,scattered clouds
401,Vershino-Darasunskiy,RU,52.35,115.5167,-11.78,70,6,4.5,clear sky
402,Ayame,CI,5.6083,-3.1563,73.54,95,16,1.39,light rain
403,Anloga,GH,5.7947,0.8973,79.95,82,16,7.02,few clouds
404,Kutum,SD,14.2,24.6667,56.62,37,97,5.19,overcast clouds
405,Gunjur,GM,13.2019,-16.7339,74.05,49,0,7.7,clear sky
406,Harer,ET,9.3094,42.1258,54.32,47,13,6.35,few clouds
407,Quelimane,MZ,-17.8786,36.8883,72.64,87,100,3.96,overcast clouds
408,Ampanihy,MG,-24.7,44.75,73.71,74,76,4.05,broken clouds
409,Vasterhaninge,SE,59.1167,18.1,17.89,94,54,7.38,broken clouds
410,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,72.48,99,100,1.81,overcast clouds
411,Ormara,PK,25.2088,64.6357,71.53,35,0,4.85,clear sky
412,Evanston,US,42.0411,-87.6901,27.46,85,100,13.8,light snow
413,Sindal,DK,57.4712,10.2031,28.13,95,100,17.52,snow
414,Vila,PT,42.0304,-8.1588,41.88,91,100,2.77,overcast clouds
415,Namsos,NO,64.4662,11.4957,33.85,74,100,6.91,light snow
416,Masindi,UG,1.6744,31.715,65.89,83,91,0.85,overcast clouds
417,Gravdal,NO,68.1214,13.5031,31.5,76,89,15.23,light snow
418,Cidreira,BR,-30.1811,-50.2056,66.22,67,9,8.32,clear sky
419,Zhanjiang,CN,21.2815,110.3427,54.18,51,100,16.35,overcast clouds
420,Semey,KZ,50.4111,80.2275,-16.38,76,0,2.24,clear sky
421,Tabou,CI,4.423,-7.3528,78.1,85,69,5.64,broken clouds
422,Urusha,RU,54.05,122.9,-10.88,76,82,5.01,broken clouds
423,Sulangan,PH,11.1373,123.7228,82.27,75,29,9.95,scattered clouds
424,Novikovo,RU,51.1537,37.8879,35.26,99,100,9.82,light snow
425,Bairnsdale,AU,-37.8333,147.6167,66.06,58,58,1.99,broken clouds
426,Pyaozerskiy,RU,65.8333,31.1667,14.94,92,57,10.51,broken clouds
427,Acapulco,MX,16.8634,-99.8901,74.73,82,15,4.54,few clouds
428,Topolobampo,MX,25.6,-109.05,58.91,63,75,9.22,broken clouds
429,Mnogovershinnyy,RU,53.9353,139.9242,-3.42,89,100,11.88,overcast clouds
430,Daru,PG,-9.0763,143.2092,86.04,66,98,5.73,overcast clouds
431,Serenje,ZM,-13.2325,30.2352,62.08,97,100,5.73,light rain
432,Yagodnoye,RU,62.55,149.6667,-31.47,98,25,3.27,scattered clouds
433,Surin,TH,14.8818,103.4936,77.65,60,47,22.21,scattered clouds
434,Lazaro Cardenas,MX,17.9583,-102.2,72.59,83,72,3.33,broken clouds
435,Linhares,BR,-19.3911,-40.0722,70.61,98,83,3.09,broken clouds
436,Mercedes,AR,-34.6515,-59.4307,61.79,62,0,11.97,clear sky
437,Santiago,CL,-33.4569,-70.6483,69.55,48,0,3.38,clear sky
438,Maxixe,MZ,-23.8597,35.3472,76.71,92,96,7.85,overcast clouds
439,Portland,US,45.5234,-122.6762,37.94,73,0,13.0,clear sky
440,Basco,PH,20.4487,121.9702,75.67,87,100,38.18,overcast clouds
441,Urgut,UZ,39.4022,67.2431,37.02,47,62,4.14,broken clouds
442,Accra,GH,5.556,-0.1969,79.25,81,24,5.17,light rain
443,Roald,NO,62.5833,6.1333,30.34,74,100,13.8,overcast clouds
444,Iaciara,BR,-14.0958,-46.6317,68.47,97,100,1.05,light rain
445,Baker City,US,44.7749,-117.8344,20.91,86,100,10.36,overcast clouds
446,Saint Anthony,US,45.0205,-93.218,29.8,91,100,13.8,light snow
447,Pasni,PK,25.2631,63.471,69.39,27,0,10.47,clear sky
448,Pinawa,CA,50.1489,-95.8811,16.84,94,100,9.66,light snow
449,Humaita,BR,-7.5061,-63.0208,72.37,99,100,2.55,overcast clouds
450,Launceston,AU,-41.45,147.1667,67.15,51,0,18.41,clear sky
451,Avera,US,33.194,-82.5271,43.56,60,6,6.8,clear sky
452,Hasaki,JP,35.7333,140.8333,45.0,79,100,8.23,moderate rain
453,Bathsheba,BB,13.2167,-59.5167,79.41,85,20,20.71,few clouds
454,Laranjeiras Do Sul,BR,-25.4078,-52.4161,58.48,81,3,2.77,clear sky
455,Singkang,MY,2.1006,102.7994,84.07,69,79,5.26,broken clouds
456,Bousso,TD,10.4795,16.7117,69.12,22,95,6.8,overcast clouds
457,Flinders,AU,-34.5833,150.8552,69.19,56,91,8.99,overcast clouds
458,Tumba,SE,59.1986,17.8332,18.28,92,100,0.0,overcast clouds
459,Bakchar,RU,57.0186,82.0711,-12.01,95,11,3.94,few clouds
460,Saquarema,BR,-22.92,-42.5103,70.9,94,24,4.16,few clouds
461,Hofn,IS,64.2539,-15.2082,20.86,59,81,10.71,broken clouds
462,Mujiayingzi,CN,42.1167,118.7833,3.07,28,8,12.39,clear sky
463,Port Blair,IN,11.6667,92.75,82.11,70,90,15.7,overcast clouds
464,Ahipara,NZ,-35.1667,173.1667,64.06,96,100,1.59,overcast clouds
465,Riyadh,SA,24.6877,46.7219,57.34,91,0,7.4,clear sky
466,Kuytun,RU,54.3419,101.5036,1.85,94,100,4.12,overcast clouds
467,Palembang,ID,-2.9167,104.7458,82.49,78,20,4.61,few clouds
468,Vaasa,FI,63.096,21.6158,23.02,86,20,11.5,few clouds
469,Vuktyl,RU,63.8567,57.3094,17.67,93,100,9.91,overcast clouds
470,Lake Charles,US,30.2131,-93.2044,50.02,78,75,14.97,light intensity drizzle
471,Oktyabrskiy,RU,54.4815,53.471,18.55,97,100,2.44,overcast clouds
472,Tigil,RU,57.8,158.6667,33.01,83,100,18.52,overcast clouds
473,Marzuq,YE,14.4,46.4667,53.67,42,0,3.2,clear sky
474,Sungaipenuh,ID,-2.0833,101.3833,78.42,56,94,3.49,overcast clouds
475,Balsas,BR,-7.5325,-46.0356,73.76,87,79,1.79,moderate rain
476,Ruwi,OM,23.5996,58.5507,64.09,58,0,3.02,clear sky
477,Bani Walid,LY,31.7566,13.9942,67.15,35,0,8.5,clear sky
478,Vimperk,CZ,49.0586,13.7829,26.22,98,100,2.57,light snow
479,Tezu,IN,27.9167,96.1667,73.0,38,30,2.06,scattered clouds
480,Camocim,BR,-2.9022,-40.8411,77.41,81,9,8.3,clear sky
481,Lhokseumawe,ID,5.1801,97.1507,81.61,76,78,5.84,broken clouds
482,Lindi,TZ,-10.0,39.7167,74.23,93,100,1.21,overcast clouds
483,Hirata,JP,35.4333,132.8167,44.13,76,100,17.0,light rain
484,Shakawe,BW,-18.3667,21.85,66.49,91,100,4.81,overcast clouds
485,Kijang,KR,35.2442,129.2139,36.91,44,100,14.47,overcast clouds
486,Mount Darwin,ZW,-16.7725,31.5838,67.86,87,100,1.61,overcast clouds
487,Shujaabad,PK,29.8797,71.2931,48.25,27,0,2.3,clear sky
488,Izumo,JP,35.3667,132.7667,43.48,79,100,14.65,light rain
489,Safaga,EG,26.7292,33.9365,68.27,58,0,14.03,clear sky
490,Lokosovo,RU,61.1333,74.8167,2.19,93,100,9.15,overcast clouds
491,Flin Flon,CA,54.7682,-101.865,-1.7,94,88,9.8,overcast clouds
492,Alpine,US,32.835,-116.7664,53.74,37,0,0.0,clear sky
493,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.63,92,56,12.57,broken clouds
494,Russell,US,32.3502,-85.1999,42.4,87,0,3.44,clear sky
495,Poya,NC,-21.35,165.15,82.69,72,44,4.68,scattered clouds
496,Banda Aceh,ID,5.5577,95.3222,82.08,75,41,7.02,scattered clouds
497,Solnechnyy,RU,50.7214,136.6319,-6.48,86,100,2.71,overcast clouds
498,Pa Sang,TH,18.5262,98.9394,71.8,68,55,1.16,broken clouds
499,Gerash,IR,27.6652,54.1371,52.65,68,0,2.15,clear sky
500,Hambantota,LK,6.1241,81.1185,75.54,100,20,2.3,few clouds
501,Belaya Gora,RU,68.5333,146.4167,-28.68,99,95,4.79,overcast clouds
502,Kokopo,PG,-4.352,152.2633,81.36,76,100,4.14,light rain
503,Hobyo,SO,5.3505,48.5268,76.8,70,13,17.02,few clouds
504,Hualmay,PE,-11.0964,-77.6139,69.44,84,100,8.88,overcast clouds
505,Paamiut,GL,61.994,-49.6678,19.44,61,23,8.63,few clouds
506,Naantali,FI,60.4674,22.0243,31.86,93,75,2.3,broken clouds
507,Axim,GH,4.8699,-2.2405,78.04,85,14,6.35,light rain
508,Ariquemes,BR,-9.9133,-63.0408,71.8,99,100,1.01,overcast clouds
509,Honningsvag,NO,70.9821,25.9704,28.15,64,40,4.61,snow
510,Egvekinot,RU,66.3167,-179.1667,16.39,66,100,6.31,overcast clouds
511,San Andres,CO,12.5847,-81.7006,81.32,78,75,21.41,light rain
512,Pinehurst,US,35.1954,-79.4695,42.96,87,0,11.5,clear sky
513,Ranong,TH,9.9658,98.6348,82.94,70,31,11.23,scattered clouds
514,Lamballe,FR,48.4676,-2.5144,33.91,83,97,6.55,overcast clouds
515,Yandyki,RU,45.7691,47.1258,30.36,88,1,1.39,clear sky
516,Kangaatsiaq,GL,68.3065,-53.4641,15.42,84,100,10.33,overcast clouds
517,Ivanava,BY,52.1451,25.5365,22.23,97,98,7.14,overcast clouds
518,Yeppoon,AU,-23.1333,150.7333,85.78,60,14,17.02,few clouds
519,Mae Sai,TH,20.4335,99.8762,75.49,66,24,1.97,few clouds
520,Punta Cardon,VE,11.6581,-70.215,78.17,83,19,24.27,few clouds
521,Diego De Almagro,CL,-26.3667,-70.05,59.95,70,0,3.71,clear sky
522,Amahai,ID,-3.3333,128.9167,85.26,67,89,1.28,overcast clouds
523,Minot,US,48.2325,-101.2963,3.42,78,75,21.85,broken clouds
524,Stokmarknes,NO,68.5646,14.9108,30.18,74,75,10.36,broken clouds
525,Marienburg,PL,54.0359,19.0266,14.23,94,100,1.43,overcast clouds
526,Tan An,VN,10.5333,106.4167,82.42,73,99,4.16,overcast clouds
527,Sakakah,SA,29.9697,40.2064,53.85,82,0,3.04,clear sky
528,Cedar Falls,US,42.5278,-92.4455,22.95,73,100,17.27,overcast clouds
529,Santa Rosa,PH,14.3122,121.1114,87.12,71,99,9.55,overcast clouds
530,Aurangabad,IN,19.8833,75.3333,73.98,65,19,4.59,few clouds
531,Fort Abbas,PK,29.1925,72.8536,61.84,27,0,0.6,clear sky
532,Tornio,FI,65.8481,24.1466,24.82,80,62,13.42,broken clouds
533,Nueve De Julio,AR,-35.4444,-60.8831,60.96,61,4,1.99,clear sky
534,Hokitika,NZ,-42.7167,170.9667,66.27,69,100,5.59,overcast clouds
535,Kokoda,PG,-8.8785,147.7407,79.34,88,100,1.77,overcast clouds
536,Ugoofaaru,MV,5.6667,73.0,81.43,72,100,10.76,overcast clouds
537,Takoradi,GH,4.8845,-1.7554,77.99,85,25,5.66,light rain
538,Benghazi,LY,32.1167,20.0667,67.35,54,94,15.99,overcast clouds
539,Clyde River,CA,70.4692,-68.5914,0.86,89,100,6.38,overcast clouds
540,Mahanoro,MG,-19.9,48.8,74.79,90,99,6.58,overcast clouds
541,Belmonte,BR,-15.8631,-38.8828,76.03,91,100,9.06,moderate rain
542,Kapoeta,SS,4.7717,33.5903,76.46,54,10,6.15,clear sky
543,Magistralnyy,RU,56.1725,107.4458,-1.57,95,100,5.97,light snow
544,Manzil Salim,TN,35.8567,8.4765,48.74,90,81,1.95,broken clouds
545,Turayf,SA,31.6725,38.6637,51.19,70,0,5.32,clear sky
546,Milkovo,RU,54.7167,158.6167,17.71,96,100,6.87,light snow
547,Idrinskoye,RU,54.3708,92.1358,-8.36,96,23,2.75,few clouds
548,Dejen,ET,10.1667,38.1333,52.29,75,73,2.57,broken clouds
549,Ust-Barguzin,RU,53.45,108.9833,3.87,94,100,2.71,light snow
550,Anaconda,US,46.1285,-112.9423,16.79,92,23,6.11,few clouds
551,Vung Tau,VN,10.346,107.0843,80.38,73,100,6.71,moderate rain
552,Dauphin,CA,51.1494,-100.0502,9.21,93,100,14.09,light snow
553,Pinega,RU,64.7001,43.3936,14.2,92,100,10.51,overcast clouds
554,Nanning,CN,22.8167,108.3167,53.42,42,98,15.01,overcast clouds
555,Kokstad,ZA,-30.5472,29.4241,61.79,96,100,3.76,overcast clouds
556,Hoyanger,NO,61.2204,6.0749,25.29,90,100,7.54,overcast clouds
557,La Ronge,CA,55.1001,-105.2842,1.74,94,99,5.97,overcast clouds
558,Aguimes,ES,27.9054,-15.4461,63.23,68,75,5.75,broken clouds
559,Santos Dumont,BR,-21.4567,-43.5525,61.05,95,100,2.77,overcast clouds
560,Gimli,CA,50.6336,-96.9907,14.95,93,100,18.14,light snow
561,Makurdi,NG,7.7411,8.5121,74.05,24,94,3.8,overcast clouds
562,Chino Valley,US,34.7575,-112.4538,31.96,52,0,3.44,clear sky
563,Blythe,US,33.6103,-114.5964,52.25,22,0,12.66,clear sky
564,Ruteng,ID,-8.6136,120.4721,65.21,89,100,0.78,overcast clouds
565,Cortez,US,37.3489,-108.5859,16.56,49,0,4.61,clear sky
566,Pangkalanbuun,ID,-2.6833,111.6167,85.64,66,72,3.18,broken clouds
567,Xining,CN,36.6167,101.7667,15.76,40,1,1.61,clear sky
568,Lyantonde,UG,-0.4031,31.1572,59.45,94,13,3.89,few clouds
569,Kushiro,JP,42.975,144.3747,30.74,38,6,9.8,clear sky
570,Deder,ET,9.3167,41.45,51.51,58,59,4.5,broken clouds
571,Redmond,US,47.674,-122.1215,39.45,91,37,1.01,scattered clouds
572,Qasigiannguit,GL,68.8193,-51.1922,0.07,93,100,6.35,overcast clouds
573,Harper,LR,4.375,-7.7169,78.51,83,86,4.79,overcast clouds
574,Port Moresby,PG,-9.4431,147.1797,85.06,66,81,5.7,broken clouds
575,Namibe,AO,-15.1961,12.1522,69.24,78,100,6.33,overcast clouds
576,Sorong,ID,-0.8833,131.25,81.01,78,85,2.59,overcast clouds
577,Murray Bridge,AU,-35.1167,139.2667,77.13,29,0,10.92,clear sky
578,Kungurtug,RU,50.5994,97.5228,-7.71,89,40,1.23,scattered clouds
579,Pozo Colorado,PY,-23.4923,-58.7972,74.32,41,5,5.61,clear sky
580,Puerto Penasco,MX,31.3167,-113.5333,60.15,36,5,12.8,clear sky
581,Abtenau,AT,47.5637,13.346,30.52,97,100,3.76,overcast clouds
582,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,87,100,27.58,moderate rain
583,Caravelas,BR,-17.7125,-39.2481,72.81,96,100,7.99,moderate rain
584,Shimoda,JP,34.6667,138.95,53.74,49,96,8.1,light rain
585,Pandan,PH,14.0453,124.1694,82.2,83,100,10.56,overcast clouds
586,Aras,ES,42.5617,-2.356,32.76,93,0,0.0,clear sky
587,Kupang,ID,-10.1667,123.5833,75.78,94,100,4.61,heavy intensity rain
588,Edson,CA,53.5835,-116.4356,19.51,73,100,13.8,light snow
589,Bad Orb,DE,50.2279,9.3478,18.36,95,10,1.23,clear sky
590,Christiansburg,US,37.1298,-80.4089,36.14,79,0,3.44,clear sky
591,Araouane,ML,18.9048,-3.5265,68.61,14,0,7.23,clear sky
592,Tecolutilla,MX,18.2833,-93.3167,73.27,91,17,5.21,few clouds
593,Road Town,VG,18.4167,-64.6167,78.89,75,4,17.38,clear sky
594,Papara,BR,-3.9839,-38.7273,79.2,86,91,3.27,overcast clouds
595,Santarem,BR,-2.4431,-54.7083,75.33,100,20,2.3,few clouds
596,Ipu,BR,-4.3222,-40.7108,74.62,79,56,5.73,broken clouds
597,Coquimbo,CL,-29.9533,-71.3436,60.53,88,0,3.44,clear sky
598,Pisco,PE,-13.7,-76.2167,69.85,88,0,9.22,clear sky
599,Payson,US,40.0444,-111.7321,18.27,77,0,5.75,clear sky
600,Aljezur,PT,37.3191,-8.8033,55.06,91,21,4.68,few clouds
601,Artyom,AZ,40.4723,50.333,51.94,90,68,19.95,broken clouds
602,Anqing,CN,30.5092,117.0506,39.33,21,51,14.45,broken clouds
603,Grand-Lahou,CI,5.1367,-5.0242,77.54,85,9,5.86,light rain
604,Guerrero Negro,MX,27.9769,-114.0611,58.78,51,29,1.59,scattered clouds
605,Borova,UA,50.1763,30.1043,35.26,100,100,5.57,overcast clouds
606,Ubud,ID,-8.5098,115.2654,81.72,87,87,3.78,overcast clouds
607,Maputo,MZ,-25.9653,32.5892,78.48,83,75,2.3,drizzle
608,Chulman,RU,56.8479,124.9104,-23.42,98,96,4.65,overcast clouds
609,Jaguariaiva,BR,-24.2511,-49.7058,58.59,97,19,5.19,few clouds
610,Pacific Grove,US,36.6177,-121.9166,50.65,78,0,5.75,clear sky
611,Samarai,PG,-10.6167,150.6667,83.73,76,89,7.72,overcast clouds
612,Verkhnyaya Toyma,RU,62.2349,44.9985,12.63,97,95,5.41,overcast clouds
613,Agadez,NE,19.75,10.25,62.22,26,75,2.86,broken clouds
614,Beloha,MG,-25.1667,45.05,76.69,68,39,4.56,scattered clouds
615,Fayaoue,NC,-20.65,166.5333,80.78,62,0,3.89,clear sky
616,Cedar City,US,37.6775,-113.0619,14.97,79,0,0.0,clear sky
617,Ulladulla,AU,-35.35,150.4667,64.54,57,73,16.33,broken clouds
618,Huarmey,PE,-10.0681,-78.1522,69.78,83,100,7.27,overcast clouds
619,Olbia,IT,40.9214,9.4856,53.65,94,89,11.5,overcast clouds
620,Athens,GR,37.9795,23.7162,61.41,92,75,1.99,broken clouds
621,Beringovskiy,RU,63.05,179.3167,26.85,97,100,18.25,light snow
622,Champasak,LA,14.75,106.0,87.87,44,68,5.79,broken clouds
623,Berlevag,NO,70.8578,29.0864,26.55,80,100,4.61,light snow
624,Boa Vista,BR,2.8197,-60.6733,78.78,73,75,10.36,broken clouds
625,Velikodvorskiy,RU,55.25,40.6678,23.63,96,100,8.93,light snow
626,Ixtapa,MX,20.7,-105.2,70.83,78,40,2.3,scattered clouds
627,Cairns,AU,-16.9167,145.7667,92.07,75,40,4.61,scattered clouds
628,Whittlesea,ZA,-32.1759,26.8244,63.07,89,7,5.84,clear sky
629,Rognan,NO,67.0953,15.3878,28.89,84,81,10.38,broken clouds
630,Isiro,CD,2.7739,27.616,63.41,96,17,1.59,few clouds
631,Abilene,US,32.4487,-99.7331,39.42,56,0,0.0,clear sky
632,Kenai,US,60.5544,-151.2583,8.15,86,0,6.91,light snow
633,Broome,US,42.2506,-75.833,35.2,90,100,8.05,snow
634,Boyolangu,ID,-8.1181,111.8935,84.65,68,70,9.15,broken clouds
635,Carballo,ES,43.213,-8.691,49.42,91,82,3.38,broken clouds
636,Parabel,RU,58.6978,81.4825,-15.65,97,81,5.12,broken clouds
637,Poso,ID,-1.3959,120.7524,84.97,66,100,4.76,overcast clouds
638,Ahuimanu,US,21.4447,-157.8378,78.51,68,100,8.05,thunderstorm
639,Wahiawa,US,21.5028,-158.0236,75.52,64,75,8.05,light rain
640,Dalbandin,PK,28.8947,64.4101,54.09,29,0,5.03,clear sky
641,Aykhal,RU,66.0,111.5,-22.14,100,100,6.44,overcast clouds
642,Kampong Thum,KH,12.7111,104.8887,86.7,55,53,11.45,broken clouds
643,Poplar Bluff,US,36.757,-90.3929,35.33,53,0,6.91,clear sky
644,Aden,YE,12.7794,45.0367,76.8,69,2,12.15,clear sky
645,Omsukchan,RU,62.5333,155.8,-12.91,99,100,6.6,overcast clouds
646,Abapo,BO,-18.8333,-63.4667,70.36,59,98,2.17,overcast clouds
647,Diamantino,BR,-14.4086,-56.4461,70.63,95,100,4.74,light rain
648,Bontang,ID,0.1333,117.5,76.96,89,100,3.65,light rain
649,Taree,AU,-31.9,152.4667,63.99,62,84,9.26,broken clouds
650,Ashqelon,IL,31.6693,34.5715,59.79,59,0,2.08,clear sky
651,Awbari,LY,26.5921,12.7805,62.53,36,0,6.8,clear sky
652,Koslan,RU,63.4564,48.8989,12.65,92,100,10.45,overcast clouds
653,Yola,NG,9.2,12.4833,69.42,24,38,2.01,scattered clouds
654,Fairbanks,US,64.8378,-147.7164,-14.84,76,0,4.61,clear sky
